"","ModuleID","Species","GeneID"
"11135",5267,"AEP","g15070"
"11136",5267,"OLI","R031904c0g1_i01"
"11137",5268,"AEP","g15080"
"11138",5268,"OLI","R048045c0g1_i01"
"11139",5269,"AEP","g15084"
"11140",5269,"OLI","R029557c0g1_i02"
"11141",5270,"AEP","g15087"
"11142",5270,"OLI","R034080c1g2_i02"
"11143",5271,"AEP","g15089"
"11144",5271,"OLI","R034320c0g1_i01"
"11145",5272,"AEP","g15095"
"11146",5272,"OLI","R048520c0g1_i01"
"11147",5273,"AEP","g15105"
"11148",5273,"OLI","R011659c0g1_i01"
"11149",5274,"AEP","g15108"
"11150",5274,"OLI","R031329c0g1_i01"
"11151",5275,"AEP","g15109"
"11152",5275,"OLI","R038045c0g1_i01"
"11153",5276,"AEP","g15113"
"11154",5276,"OLI","R024443c0g1_i01"
"11155",5277,"AEP","g15124"
"11156",5277,"OLI","R040016c0g1_i01"
"11157",5278,"AEP","g15125"
"11158",5278,"OLI","R028233c0g1_i01"
"11159",5279,"AEP","g15126"
"11160",5279,"OLI","R036582c1g1_i01"
"11161",5280,"AEP","g15127"
"11162",5280,"OLI","R007401c0g2_i01"
"11163",5281,"AEP","g15129"
"11164",5281,"OLI","R036582c1g2_i02"
"11165",5282,"AEP","g15133"
"11166",5282,"OLI","R061466c0g1_i01"
"11167",5283,"AEP","g15134"
"11168",5283,"OLI","R026375c0g1_i01"
"11169",5284,"AEP","g15140"
"11170",5284,"OLI","R033335c0g1_i04"
"11171",5285,"AEP","g15144"
"11172",5285,"OLI","R000143c0g1_i01"
"11173",5286,"AEP","g15145"
"11174",5286,"OLI","R039657c0g2_i01"
"11175",5287,"AEP","g15147"
"11176",5287,"OLI","R032613c0g1_i02"
"11177",5288,"AEP","g15148"
"11178",5288,"OLI","R037216c0g1_i01"
"11179",5289,"AEP","g15153"
"11180",5289,"OLI","R029047c0g1_i01"
"11181",5290,"AEP","g15154"
"11182",5290,"OLI","R023539c0g1_i01"
"11183",5291,"AEP","g15165"
"11184",5291,"OLI","R033823c0g1_i02"
"11185",5292,"AEP","g1517"
"11186",5292,"OLI","R026217c0g1_i03"
"11187",5293,"AEP","g15174"
"11188",5293,"OLI","R001078c0g2_i01"
"11189",5294,"AEP","g15181"
"11190",5294,"OLI","R039527c1g1_i01"
"11191",5295,"AEP","g1520"
"11192",5295,"OLI","R037306c0g1_i01"
"11193",5296,"AEP","g15202"
"11194",5296,"OLI","R038092c1g1_i01"
"11195",5297,"AEP","g15204"
"11196",5297,"OLI","R009624c0g2_i01"
"11197",5298,"AEP","g15212"
"11198",5298,"OLI","R011613c0g1_i01"
"11199",5299,"AEP","g15223"
"11200",5299,"OLI","R034201c0g1_i01"
"11201",5300,"AEP","g15226"
"11202",5300,"OLI","R033122c0g2_i01"
"11203",5301,"AEP","g15228"
"11204",5301,"OLI","R019282c0g1_i01"
"11205",5302,"AEP","g15230"
"11206",5302,"OLI","R037990c0g1_i02"
"11207",5303,"AEP","g15234"
"11208",5303,"OLI","R029514c0g1_i01"
"11209",5304,"AEP","g15241"
"11210",5304,"OLI","R031331c0g2_i01"
"11211",5305,"AEP","g15245"
"11212",5305,"OLI","R040092c2g2_i01"
"11213",5306,"AEP","g15247"
"11214",5306,"OLI","R034790c0g1_i01"
"11215",5307,"AEP","g15263"
"11216",5307,"OLI","R038998c0g3_i05"
"11217",5308,"AEP","g15290"
"11218",5308,"OLI","R032884c1g4_i07"
"11219",5309,"AEP","g15291"
"11220",5309,"OLI","R032710c0g1_i01"
"11221",5310,"AEP","g15292"
"11222",5310,"OLI","R023334c0g1_i01"
"11223",5311,"AEP","g15293"
"11224",5311,"OLI","R001669c0g1_i01"
"11225",5312,"AEP","g15315"
"11226",5312,"OLI","R027191c0g1_i01"
"11227",5313,"AEP","g15332"
"11228",5313,"OLI","R032958c0g1_i01"
"11229",5314,"AEP","g1534"
"11230",5314,"OLI","R040391c1g1_i03"
"11231",5315,"AEP","g15351"
"11232",5315,"OLI","R040983c1g1_i01"
"11233",5316,"AEP","g15358"
"11234",5316,"OLI","R039289c1g2_i01"
"11235",5317,"AEP","g15359"
"11236",5317,"OLI","R035524c0g1_i01"
"11237",5318,"AEP","g15360"
"11238",5318,"OLI","R028229c0g1_i01"
"11239",5319,"AEP","g15373"
"11240",5319,"OLI","R015861c0g1_i01"
"11241",5320,"AEP","g15376"
"11242",5320,"OLI","R032083c2g1_i01"
"11243",5321,"AEP","g15379"
"11244",5321,"OLI","R035049c0g1_i01"
"11245",5322,"AEP","g15382"
"11246",5322,"OLI","R029897c0g1_i01"
"11247",5323,"AEP","g15389"
"11248",5323,"OLI","R025888c0g1_i01"
"11249",5324,"AEP","g15393"
"11250",5324,"OLI","R026111c0g1_i01"
"11251",5325,"AEP","g15395"
"11252",5325,"OLI","R034532c0g2_i01"
"11253",5326,"AEP","g15396"
"11254",5326,"OLI","R035659c0g1_i02"
"11255",5327,"AEP","g15397"
"11256",5327,"OLI","R031220c0g1_i01"
"11257",5328,"AEP","g15401"
"11258",5328,"OLI","R022717c0g1_i01"
"11259",5329,"AEP","g15406"
"11260",5329,"OLI","R031000c0g1_i01"
"11261",5330,"AEP","g15412"
"11262",5330,"OLI","R032525c0g1_i01"
"11263",5331,"AEP","g15445"
"11264",5331,"OLI","R035769c0g1_i01"
"11265",5332,"AEP","g15450"
"11266",5332,"OLI","R021765c0g1_i01"
"11267",5333,"AEP","g15457"
"11268",5333,"OLI","R039963c0g1_i02"
"11269",5334,"AEP","g15460"
"11270",5334,"OLI","R037173c0g1_i04"
"11271",5335,"AEP","g15469"
"11272",5335,"OLI","R025849c0g3_i01"
"11273",5336,"AEP","g15470"
"11274",5336,"OLI","R025828c0g1_i01"
"11275",5337,"AEP","g15477"
"11276",5337,"OLI","R032403c0g1_i04"
"11277",5338,"AEP","g15484"
"11278",5338,"OLI","R031248c0g1_i02"
"11279",5339,"AEP","g15488"
"11280",5339,"OLI","R038608c0g1_i05"
"11281",5340,"AEP","g15492"
"11282",5340,"OLI","R028643c0g1_i01"
"11283",5341,"AEP","g15497"
"11284",5341,"OLI","R028489c0g1_i01"
"11285",5342,"AEP","g15506"
"11286",5342,"OLI","R032206c0g1_i01"
"11287",5343,"AEP","g15515"
"11288",5343,"OLI","R037277c3g1_i01"
"11289",5344,"AEP","g15525"
"11290",5344,"OLI","R040633c0g2_i05"
"11291",5345,"AEP","g15530"
"11292",5345,"OLI","R036176c0g1_i01"
"11293",5346,"AEP","g15582"
"11294",5346,"OLI","R028670c0g1_i01"
"11295",5347,"AEP","g1559"
"11296",5347,"OLI","R028825c0g1_i01"
"11297",5348,"AEP","g1560"
"11298",5348,"OLI","R036614c0g1_i09"
"11299",5349,"AEP","g15603"
"11300",5349,"OLI","R040165c1g2_i02"
"11301",5350,"AEP","g15604"
"11302",5350,"OLI","R028195c0g1_i01"
"11303",5351,"AEP","g1561"
"11304",5351,"OLI","R033411c0g2_i02"
"11305",5352,"AEP","g15612"
"11306",5352,"OLI","R036220c1g1_i02"
"11307",5353,"AEP","g15620"
"11308",5353,"OLI","R028214c0g1_i01"
"11309",5354,"AEP","g15633"
"11310",5354,"OLI","R022044c0g1_i01"
"11311",5355,"AEP","g15643"
"11312",5355,"OLI","R028253c0g2_i01"
"11313",5356,"AEP","g15667"
"11314",5356,"OLI","R030735c0g1_i02"
"11315",5357,"AEP","g15668"
"11316",5357,"OLI","R037858c0g1_i01"
"11317",5358,"AEP","g15670"
"11318",5358,"OLI","R034053c0g1_i01"
"11319",5359,"AEP","g15679"
"11320",5359,"OLI","R034716c0g1_i01"
"11321",5360,"AEP","g15683"
"11322",5360,"OLI","R031319c0g1_i02"
"11323",5361,"AEP","g15706"
"11324",5361,"OLI","R038233c0g1_i03"
"11325",5362,"AEP","g15707"
"11326",5362,"OLI","R041287c5g2_i03"
"11327",5363,"AEP","g15717"
"11328",5363,"OLI","R041479c0g4_i03"
"11329",5364,"AEP","g15718"
"11330",5364,"OLI","R030050c0g1_i03"
"11331",5365,"AEP","g15741"
"11332",5365,"OLI","R034445c0g1_i01"
"11333",5366,"AEP","g15742"
"11334",5366,"OLI","R032701c0g1_i01"
"11335",5367,"AEP","g15747"
"11336",5367,"OLI","R031455c0g1_i01"
"11337",5368,"AEP","g15748"
"11338",5368,"OLI","R040200c1g1_i01"
"11339",5369,"AEP","g1576"
"11340",5369,"OLI","R039740c0g1_i02"
"11341",5370,"AEP","g15760"
"11342",5370,"OLI","R028520c0g1_i01"
"11343",5371,"AEP","g15773"
"11344",5371,"OLI","R029901c0g1_i01"
"11345",5372,"AEP","g158"
"11346",5372,"OLI","R036640c0g2_i01"
"11347",5373,"AEP","g15815"
"11348",5373,"OLI","R034113c0g1_i01"
"11349",5374,"AEP","g15817"
"11350",5374,"OLI","R022900c0g1_i01"
"11351",5375,"AEP","g15826"
"11352",5375,"OLI","R023284c0g1_i01"
"11353",5376,"AEP","g15830"
"11354",5376,"OLI","R039560c0g1_i01"
"11355",5377,"AEP","g15832"
"11356",5377,"OLI","R034063c0g1_i01"
"11357",5378,"AEP","g15834"
"11358",5378,"OLI","R026577c0g1_i01"
"11359",5379,"AEP","g15837"
"11360",5379,"OLI","R027732c0g1_i01"
"11361",5380,"AEP","g15838"
"11362",5380,"OLI","R034937c0g1_i01"
"11363",5381,"AEP","g15841"
"11364",5381,"OLI","R034741c0g2_i01"
"11365",5382,"AEP","g15842"
"11366",5382,"OLI","R034413c0g1_i01"
"11367",5383,"AEP","g15880"
"11368",5383,"OLI","R034870c0g1_i01"
"11369",5384,"AEP","g15882"
"11370",5384,"OLI","R036721c0g1_i08"
"11371",5385,"AEP","g15885"
"11372",5385,"OLI","R040701c0g1_i01"
"11373",5386,"AEP","g1589"
"11374",5386,"OLI","R040218c4g2_i09"
"11375",5387,"AEP","g15894"
"11376",5387,"OLI","R031406c0g1_i02"
"11377",5388,"AEP","g1591"
"11378",5388,"OLI","R033109c0g1_i01"
"11379",5389,"AEP","g15911"
"11380",5389,"OLI","R030909c0g1_i01"
"11381",5390,"AEP","g15913"
"11382",5390,"OLI","R032298c0g1_i01"
"11383",5391,"AEP","g15938"
"11384",5391,"OLI","R031544c0g1_i01"
"11385",5392,"AEP","g1594"
"11386",5392,"OLI","R037913c0g2_i08"
"11387",5393,"AEP","g15958"
"11388",5393,"OLI","R036416c0g1_i01"
"11389",5394,"AEP","g15962"
"11390",5394,"OLI","R031629c0g1_i01"
"11391",5395,"AEP","g15977"
"11392",5395,"OLI","R029998c0g1_i01"
"11393",5396,"AEP","g15979"
"11394",5396,"OLI","R038987c0g2_i02"
"11395",5397,"AEP","g15983"
"11396",5397,"OLI","R022203c0g1_i01"
"11397",5398,"AEP","g15984"
"11398",5398,"OLI","R012862c0g1_i01"
"11399",5399,"AEP","g15985"
"11400",5399,"OLI","R032829c0g1_i03"
"11401",5400,"AEP","g15991"
"11402",5400,"OLI","R036396c0g1_i03"
"11403",5401,"AEP","g16009"
"11404",5401,"OLI","R038272c1g2_i01"
"11405",5402,"AEP","g16012"
"11406",5402,"OLI","R061132c0g1_i01"
"11407",5403,"AEP","g16019"
"11408",5403,"OLI","R033148c0g2_i01"
"11409",5404,"AEP","g16020"
"11410",5404,"OLI","R030157c0g2_i01"
"11411",5405,"AEP","g16030"
"11412",5405,"OLI","R024563c0g1_i02"
"11413",5406,"AEP","g16035"
"11414",5406,"OLI","R026628c0g1_i03"
"11415",5407,"AEP","g16038"
"11416",5407,"OLI","R032027c0g2_i03"
"11417",5408,"AEP","g16047"
"11418",5408,"OLI","R036406c2g1_i01"
"11419",5409,"AEP","g16060"
"11420",5409,"OLI","R029668c0g1_i01"
"11421",5410,"AEP","g16061"
"11422",5410,"OLI","R038837c0g1_i01"
"11423",5411,"AEP","g16063"
"11424",5411,"OLI","R027554c0g1_i01"
"11425",5412,"AEP","g1607"
"11426",5412,"OLI","R036807c0g1_i07"
"11427",5413,"AEP","g16073"
"11428",5413,"OLI","R039591c0g1_i02"
"11429",5414,"AEP","g16074"
"11430",5414,"OLI","R031429c0g1_i02"
"11431",5415,"AEP","g1608"
"11432",5415,"OLI","R039703c1g1_i01"
"11433",5416,"AEP","g16084"
"11434",5416,"OLI","R038923c0g1_i01"
"11435",5417,"AEP","g16088"
"11436",5417,"OLI","R034971c0g1_i03"
"11437",5418,"AEP","g16089"
"11438",5418,"OLI","R035893c0g2_i01"
"11439",5419,"AEP","g16100"
"11440",5419,"OLI","R032861c0g1_i01"
"11441",5420,"AEP","g16119"
"11442",5420,"OLI","R034164c0g1_i01"
"11443",5421,"AEP","g16121"
"11444",5421,"OLI","R030058c0g1_i01"
"11445",5422,"AEP","g16167"
"11446",5422,"OLI","R025377c0g1_i01"
"11447",5423,"AEP","g16193"
"11448",5423,"OLI","R023212c0g1_i01"
"11449",5424,"AEP","g16211"
"11450",5424,"AEP","g3833"
"11451",5424,"OLI","R000654c0g1_i01"
"11452",5425,"AEP","g16212"
"11453",5425,"OLI","R034766c0g1_i01"
"11454",5426,"AEP","g16213"
"11455",5426,"OLI","R034406c0g1_i01"
"11456",5427,"AEP","g16214"
"11457",5427,"OLI","R035842c0g1_i02"
"11458",5428,"AEP","g16215"
"11459",5428,"OLI","R037969c1g1_i01"
"11460",5429,"AEP","g16223"
"11461",5429,"OLI","R034316c0g1_i02"
"11462",5430,"AEP","g16224"
"11463",5430,"OLI","R037264c0g1_i01"
"11464",5431,"AEP","g1623"
"11465",5431,"OLI","R036970c2g1_i01"
"11466",5432,"AEP","g1624"
"11467",5432,"OLI","R040603c0g3_i01"
"11468",5433,"AEP","g16242"
"11469",5433,"OLI","R040329c0g1_i04"
"11470",5434,"AEP","g16244"
"11471",5434,"OLI","R022226c0g1_i01"
"11472",5435,"AEP","g16252"
"11473",5435,"OLI","R041489c2g1_i03"
"11474",5436,"AEP","g1627"
"11475",5436,"OLI","R037752c0g1_i01"
"11476",5437,"AEP","g16274"
"11477",5437,"OLI","R034651c0g1_i01"
"11478",5438,"AEP","g16277"
"11479",5438,"OLI","R037400c0g1_i04"
"11480",5439,"AEP","g16279"
"11481",5439,"OLI","R040192c0g3_i04"
"11482",5440,"AEP","g1630"
"11483",5440,"OLI","R034293c0g1_i02"
"11484",5441,"AEP","g16326"
"11485",5441,"OLI","R041312c6g2_i02"
"11486",5442,"AEP","g16331"
"11487",5442,"OLI","R033840c0g9_i01"
"11488",5443,"AEP","g16336"
"11489",5443,"OLI","R023245c0g2_i01"
"11490",5444,"AEP","g16350"
"11491",5444,"OLI","R038494c1g3_i03"
"11492",5445,"AEP","g16355"
"11493",5445,"OLI","R038093c0g2_i02"
"11494",5446,"AEP","g16364"
"11495",5446,"OLI","R032375c0g1_i01"
"11496",5447,"AEP","g16366"
"11497",5447,"OLI","R036479c0g1_i01"
"11498",5448,"AEP","g16368"
"11499",5448,"OLI","R030465c0g1_i01"
"11500",5449,"AEP","g16374"
"11501",5449,"OLI","R036916c0g1_i06"
"11502",5450,"AEP","g16382"
"11503",5450,"OLI","R033409c0g1_i01"
"11504",5451,"AEP","g16387"
"11505",5451,"OLI","R032779c0g2_i01"
"11506",5452,"AEP","g16398"
"11507",5452,"OLI","R040797c2g1_i03"
"11508",5453,"AEP","g16413"
"11509",5453,"OLI","R022129c0g1_i01"
"11510",5454,"AEP","g16425"
"11511",5454,"OLI","R034575c0g1_i01"
"11512",5455,"AEP","g16435"
"11513",5455,"OLI","R031747c0g1_i01"
"11514",5456,"AEP","g16436"
"11515",5456,"OLI","R026803c0g1_i01"
"11516",5457,"AEP","g1644"
"11517",5457,"OLI","R030671c0g3_i01"
"11518",5458,"AEP","g16441"
"11519",5458,"OLI","R029446c0g1_i01"
"11520",5459,"AEP","g16442"
"11521",5459,"AEP","g32907"
"11522",5459,"OLI","R022890c0g1_i01"
"11523",5460,"AEP","g16444"
"11524",5460,"OLI","R034095c0g1_i02"
"11525",5461,"AEP","g16446"
"11526",5461,"OLI","R039475c0g4_i01"
"11527",5462,"AEP","g16487"
"11528",5462,"OLI","R034046c0g1_i01"
"11529",5463,"AEP","g16518"
"11530",5463,"OLI","R038854c0g2_i01"
"11531",5464,"AEP","g16530"
"11532",5464,"OLI","R040192c0g2_i01"
"11533",5465,"AEP","g16537"
"11534",5465,"OLI","R027450c0g1_i02"
"11535",5466,"AEP","g16546"
"11536",5466,"OLI","R040293c0g2_i01"
"11537",5467,"AEP","g16547"
"11538",5467,"OLI","R038286c4g2_i01"
"11539",5468,"AEP","g16553"
"11540",5468,"OLI","R037421c0g2_i02"
"11541",5469,"AEP","g16557"
"11542",5469,"OLI","R007809c0g1_i02"
"11543",5470,"AEP","g1656"
"11544",5470,"OLI","R025623c0g1_i01"
"11545",5471,"AEP","g16561"
"11546",5471,"OLI","R031761c0g1_i01"
"11547",5472,"AEP","g16568"
"11548",5472,"OLI","R024696c0g1_i01"
"11549",5473,"AEP","g16569"
"11550",5473,"OLI","R035772c1g1_i01"
"11551",5474,"AEP","g1657"
"11552",5474,"OLI","R039941c0g1_i01"
"11553",5475,"AEP","g16572"
"11554",5475,"OLI","R038970c0g1_i01"
"11555",5476,"AEP","g16615"
"11556",5476,"OLI","R033125c0g1_i01"
"11557",5477,"AEP","g16619"
"11558",5477,"OLI","R039749c0g1_i02"
"11559",5478,"AEP","g16620"
"11560",5478,"OLI","R039551c1g2_i02"
"11561",5479,"AEP","g16622"
"11562",5479,"OLI","R038356c0g1_i01"
"11563",5480,"AEP","g16624"
"11564",5480,"OLI","R040195c0g1_i05"
"11565",5481,"AEP","g16633"
"11566",5481,"OLI","R030965c0g1_i01"
"11567",5482,"AEP","g16634"
"11568",5482,"OLI","R033753c0g1_i01"
"11569",5483,"AEP","g16635"
"11570",5483,"OLI","R027200c0g1_i01"
"11571",5484,"AEP","g16641"
"11572",5484,"OLI","R031626c0g1_i01"
"11573",5485,"AEP","g16651"
"11574",5485,"OLI","R033342c1g1_i05"
"11575",5486,"AEP","g16665"
"11576",5486,"OLI","R036880c0g2_i04"
"11577",5487,"AEP","g1667"
"11578",5487,"OLI","R038524c0g1_i01"
"11579",5488,"AEP","g16689"
"11580",5488,"OLI","R033413c0g1_i04"
"11581",5489,"AEP","g16693"
"11582",5489,"OLI","R031557c0g1_i01"
"11583",5490,"AEP","g16694"
"11584",5490,"OLI","R031557c0g2_i01"
"11585",5491,"AEP","g16697"
"11586",5491,"OLI","R033401c0g1_i01"
"11587",5492,"AEP","g16704"
"11588",5492,"OLI","R028152c0g1_i01"
"11589",5493,"AEP","g16706"
"11590",5493,"OLI","R035054c0g1_i01"
"11591",5494,"AEP","g16713"
"11592",5494,"OLI","R038396c0g2_i02"
"11593",5495,"AEP","g16721"
"11594",5495,"OLI","R034419c0g1_i01"
"11595",5496,"AEP","g1674"
"11596",5496,"OLI","R037358c0g1_i06"
"11597",5497,"AEP","g16741"
"11598",5497,"OLI","R035101c0g1_i04"
"11599",5498,"AEP","g16747"
"11600",5498,"OLI","R036135c0g1_i02"
"11601",5499,"AEP","g16757"
"11602",5499,"OLI","R037091c0g1_i01"
"11603",5500,"AEP","g16770"
"11604",5500,"OLI","R054513c0g1_i01"
"11605",5501,"AEP","g16771"
"11606",5501,"OLI","R039721c0g1_i15"
"11607",5502,"AEP","g16783"
"11608",5502,"OLI","R023083c0g1_i01"
"11609",5503,"AEP","g16788"
"11610",5503,"OLI","R032807c0g1_i01"
"11611",5504,"AEP","g16790"
"11612",5504,"OLI","R022320c0g2_i01"
"11613",5505,"AEP","g16791"
"11614",5505,"OLI","R026490c0g1_i01"
"11615",5506,"AEP","g16794"
"11616",5506,"OLI","R034899c0g1_i02"
"11617",5507,"AEP","g16799"
"11618",5507,"OLI","R038660c0g3_i01"
"11619",5508,"AEP","g16804"
"11620",5508,"OLI","R026164c0g1_i01"
"11621",5509,"AEP","g16805"
"11622",5509,"OLI","R039141c1g1_i01"
"11623",5510,"AEP","g1681"
"11624",5510,"OLI","R025418c0g1_i01"
"11625",5511,"AEP","g16813"
"11626",5511,"OLI","R034983c0g1_i04"
"11627",5512,"AEP","g16815"
"11628",5512,"OLI","R041265c3g3_i04"
"11629",5513,"AEP","g16816"
"11630",5513,"OLI","R038464c0g1_i04"
"11631",5514,"AEP","g16817"
"11632",5514,"OLI","R039165c0g2_i03"
"11633",5515,"AEP","g16836"
"11634",5515,"OLI","R028915c0g1_i01"
"11635",5516,"AEP","g16837"
"11636",5516,"OLI","R033299c0g1_i01"
"11637",5517,"AEP","g16840"
"11638",5517,"OLI","R029893c0g1_i01"
"11639",5518,"AEP","g16841"
"11640",5518,"OLI","R038072c2g1_i04"
"11641",5519,"AEP","g16842"
"11642",5519,"OLI","R035643c0g3_i06"
"11643",5520,"AEP","g16855"
"11644",5520,"OLI","R030027c0g1_i02"
"11645",5521,"AEP","g16861"
"11646",5521,"OLI","R034592c0g2_i01"
"11647",5522,"AEP","g16864"
"11648",5522,"OLI","R040621c4g2_i01"
"11649",5523,"AEP","g16869"
"11650",5523,"OLI","R040047c0g1_i01"
"11651",5524,"AEP","g1689"
"11652",5524,"OLI","R027299c0g1_i01"
"11653",5525,"AEP","g1690"
"11654",5525,"OLI","R068319c0g1_i02"
"11655",5526,"AEP","g16905"
"11656",5526,"OLI","R026649c0g1_i02"
"11657",5527,"AEP","g16907"
"11658",5527,"OLI","R040215c0g1_i02"
"11659",5528,"AEP","g1692"
"11660",5528,"OLI","R032055c0g1_i02"
"11661",5529,"AEP","g16927"
"11662",5529,"OLI","R037338c0g1_i01"
"11663",5530,"AEP","g16928"
"11664",5530,"OLI","R022664c1g1_i01"
"11665",5531,"AEP","g16929"
"11666",5531,"OLI","R038194c0g1_i03"
"11667",5532,"AEP","g16985"
"11668",5532,"OLI","R031047c0g1_i02"
"11669",5533,"AEP","g17004"
"11670",5533,"OLI","R029308c0g1_i01"
"11671",5534,"AEP","g1703"
"11672",5534,"OLI","R040484c0g1_i01"
"11673",5535,"AEP","g17050"
"11674",5535,"OLI","R030801c0g1_i01"
"11675",5536,"AEP","g17051"
"11676",5536,"OLI","R039311c0g1_i01"
"11677",5537,"AEP","g17059"
"11678",5537,"OLI","R032967c0g1_i02"
"11679",5538,"AEP","g17060"
"11680",5538,"OLI","R036288c0g1_i01"
"11681",5539,"AEP","g17063"
"11682",5539,"OLI","R054681c0g2_i01"
"11683",5540,"AEP","g1708"
"11684",5540,"OLI","R038047c0g1_i01"
"11685",5541,"AEP","g171"
"11686",5541,"OLI","R039848c1g8_i01"
"11687",5541,"OLI","R030922c0g1_i01"
"11688",5542,"AEP","g1711"
"11689",5542,"OLI","R036585c0g1_i04"
"11690",5543,"AEP","g17124"
"11691",5543,"OLI","R029895c0g1_i01"
"11692",5544,"AEP","g17143"
"11693",5544,"OLI","R038682c1g1_i03"
"11694",5545,"AEP","g1715"
"11695",5545,"OLI","R031829c0g1_i04"
"11696",5546,"AEP","g17153"
"11697",5546,"OLI","R035438c0g1_i07"
"11698",5547,"AEP","g17179"
"11699",5547,"OLI","R035932c2g4_i06"
"11700",5548,"AEP","g1718"
"11701",5548,"OLI","R024701c0g1_i02"
"11702",5549,"AEP","g17186"
"11703",5549,"OLI","R033136c0g1_i01"
"11704",5550,"AEP","g17196"
"11705",5550,"OLI","R023775c0g1_i01"
"11706",5551,"AEP","g17199"
"11707",5551,"OLI","R031789c0g1_i02"
"11708",5552,"AEP","g17202"
"11709",5552,"OLI","R037010c0g1_i01"
"11710",5553,"AEP","g17204"
"11711",5553,"OLI","R033089c0g2_i01"
"11712",5554,"AEP","g17209"
"11713",5554,"OLI","R039586c2g1_i02"
"11714",5555,"AEP","g17212"
"11715",5555,"OLI","R031877c0g1_i01"
"11716",5556,"AEP","g17217"
"11717",5556,"OLI","R034561c0g1_i02"
"11718",5557,"AEP","g17227"
"11719",5557,"OLI","R034896c1g2_i02"
"11720",5558,"AEP","g17235"
"11721",5558,"OLI","R026912c0g1_i01"
"11722",5559,"AEP","g1724"
"11723",5559,"OLI","R036170c1g1_i02"
"11724",5560,"AEP","g17254"
"11725",5560,"OLI","R040595c0g1_i02"
"11726",5561,"AEP","g1726"
"11727",5561,"OLI","R035162c0g1_i02"
"11728",5562,"AEP","g17264"
"11729",5562,"OLI","R034000c0g1_i01"
"11730",5563,"AEP","g17270"
"11731",5563,"AEP","g2784"
"11732",5563,"OLI","R032272c0g1_i01"
"11733",5564,"AEP","g17271"
"11734",5564,"OLI","R036603c0g1_i01"
"11735",5565,"AEP","g17277"
"11736",5565,"OLI","R023387c0g1_i01"
"11737",5566,"AEP","g17278"
"11738",5566,"OLI","R031190c0g2_i01"
"11739",5567,"AEP","g17281"
"11740",5567,"OLI","R024157c0g1_i01"
"11741",5568,"AEP","g17284"
"11742",5568,"OLI","R039769c1g1_i01"
"11743",5569,"AEP","g17288"
"11744",5569,"OLI","R033654c0g1_i01"
"11745",5570,"AEP","g17289"
"11746",5570,"OLI","R037203c0g1_i01"
"11747",5571,"AEP","g17295"
"11748",5571,"OLI","R041197c3g2_i01"
"11749",5572,"AEP","g17299"
"11750",5572,"OLI","R030955c0g2_i01"
"11751",5573,"AEP","g17305"
"11752",5573,"OLI","R030605c0g1_i02"
"11753",5574,"AEP","g17313"
"11754",5574,"OLI","R038177c0g1_i01"
"11755",5575,"AEP","g17328"
"11756",5575,"OLI","R019948c0g1_i02"
"11757",5576,"AEP","g17345"
"11758",5576,"OLI","R034952c0g1_i02"
"11759",5577,"AEP","g17354"
"11760",5577,"OLI","R037861c0g2_i02"
"11761",5578,"AEP","g17363"
"11762",5578,"OLI","R041516c3g1_i03"
"11763",5579,"AEP","g17364"
"11764",5579,"OLI","R038337c1g2_i07"
"11765",5580,"AEP","g17367"
"11766",5580,"OLI","R036713c0g1_i05"
"11767",5581,"AEP","g17368"
"11768",5581,"OLI","R035156c0g2_i01"
"11769",5582,"AEP","g17390"
"11770",5582,"OLI","R035350c2g1_i01"
"11771",5583,"AEP","g17391"
"11772",5583,"OLI","R029857c0g1_i01"
"11773",5584,"AEP","g17392"
"11774",5584,"OLI","R032576c0g1_i01"
"11775",5585,"AEP","g1742"
"11776",5585,"OLI","R032518c0g1_i01"
"11777",5586,"AEP","g17429"
"11778",5586,"OLI","R030328c0g1_i01"
"11779",5587,"AEP","g17441"
"11780",5587,"OLI","R036898c0g1_i02"
"11781",5588,"AEP","g17458"
"11782",5588,"OLI","R027197c0g1_i01"
"11783",5589,"AEP","g17461"
"11784",5589,"OLI","R038276c0g1_i01"
"11785",5590,"AEP","g17466"
"11786",5590,"OLI","R022951c0g1_i01"
"11787",5591,"AEP","g17467"
"11788",5591,"OLI","R036964c0g1_i01"
"11789",5592,"AEP","g1748"
"11790",5592,"OLI","R031777c0g1_i02"
"11791",5593,"AEP","g17484"
"11792",5593,"OLI","R030196c0g1_i01"
"11793",5594,"AEP","g17485"
"11794",5594,"OLI","R023661c0g2_i01"
"11795",5595,"AEP","g1749"
"11796",5595,"OLI","R037225c0g1_i05"
"11797",5596,"AEP","g17492"
"11798",5596,"OLI","R033705c0g1_i01"
"11799",5597,"AEP","g1750"
"11800",5597,"OLI","R039040c0g1_i03"
"11801",5598,"AEP","g17500"
"11802",5598,"OLI","R034183c0g1_i01"
"11803",5599,"AEP","g17505"
"11804",5599,"OLI","R027651c0g1_i02"
"11805",5600,"AEP","g17507"
"11806",5600,"OLI","R035147c1g1_i01"
"11807",5601,"AEP","g17523"
"11808",5601,"OLI","R034098c0g1_i01"
"11809",5602,"AEP","g17524"
"11810",5602,"OLI","R037662c1g1_i01"
"11811",5603,"AEP","g17529"
"11812",5603,"OLI","R030979c0g1_i01"
"11813",5604,"AEP","g17532"
"11814",5604,"OLI","R020852c0g1_i01"
"11815",5605,"AEP","g17533"
"11816",5605,"OLI","R027372c0g1_i01"
